Id,pitch,roll,yaw
1,-0.002844414939525635,0.0002422005357770607,-0.001101134699360128
2,-0.005745611651046424,0.0004132490194920763,-0.0021991856910444775
3,-0.008337794272840666,0.00022690073117093113,-0.0033574524462896163
4,-0.011225580976100505,0.0007493656376923491,-0.004675901289109921
5,-0.013523326006948545,0.0014519035461215033,-0.005840158360726129
6,-0.016164109450377984,0.0020447165517987744,-0.006812987574037341
7,-0.018574183734235073,0.0029432313311210045,-0.007820450058289845
8,-0.021128108412840033,0.0033251720632380146,-0.00892302659412845
9,-0.022973125683617677,0.004084834202409489,-0.009957872539247162
10,-0.025488673814286395,0.0044678429989263475,-0.011043528744886042
11,-0.02729917828457365,0.004289096794536392,-0.012086368463449655
12,-0.029731623142583066,0.004214583923211092,-0.013257646747549527
13,-0.031631507317306316,0.004324764818470805,-0.014469410340798386
14,-0.03383176164307715,0.004542238260910222,-0.015372360560707501
15,-0.03555681518186958,0.003941589025505266,-0.016419227674060084
16,-0.0380082181632119,0.00411078025178095,-0.017446776765153323
17,-0.039910886373151384,0.004273280547176569,-0.018565670597319218
18,-0.04216092150832065,0.0046932730170636166,-0.01993607346814979
19,-0.04410871478665084,0.004651103234200442,-0.020508509058865476
20,-0.046547717106824746,0.004766287333770903,-0.021150490778276677
21,-0.04795056602592744,0.004633544293926966,-0.022074344101797077
22,-0.050777255982266976,0.004677353019784358,-0.023116788405974243
23,-0.05216757298329363,0.005048324927043264,-0.02364426979900723
24,-0.05472812213005457,0.005162977107269544,-0.024320477447723414
25,-0.05680856996387865,0.005581813769428822,-0.024947252901486906
26,-0.05885262607341355,0.0056950860907943185,-0.02558193841350908
27,-0.06056282483692273,0.006647356577408338,-0.026466200260028005
28,-0.06254202160206294,0.006706541276065008,-0.027048228557817904
29,-0.06428568888347969,0.006227366551553515,-0.02766830458048232
30,-0.06570246460535001,0.006110400352511744,-0.02846419657397559
31,-0.06776375920838351,0.005985135923505366,-0.02933921357178652
32,-0.06872586495398782,0.006250495935445486,-0.03015030221020604
33,-0.07020377843667713,0.0065603227959369955,-0.03104982304408717
34,-0.07012776791387154,0.00669665972050117,-0.031892029863491
35,-0.07208329803077597,0.006774974122604294,-0.03260740501159655
36,-0.07283671621024812,0.006491093228110333,-0.0333301917042358
37,-0.07479418835604498,0.00647662132396091,-0.034158074851397685
38,-0.07516139822956104,0.00600857656850884,-0.03503332588102649
39,-0.0763590418574462,0.006195364197348396,-0.03564935356542148
40,-0.0759590488014495,0.005005852792133476,-0.03612727835052538
41,-0.07793419230795157,0.004996571071671371,-0.036486086188369626
42,-0.07732223617591745,0.005228851125487031,-0.036781188872924864
43,-0.07790579151430657,0.0052760282554748,-0.037152000879584875
44,-0.07594753212308657,0.004693902197773453,-0.037450687708492816
45,-0.07669446676158892,0.0043496318135893474,-0.038307153731898434
46,-0.07561473950204342,0.003960454686313353,-0.03912521954571572
47,-0.07624903888254972,0.003565711054284434,-0.03999053532543103
48,-0.07579349297143544,0.004417019198719105,-0.04070131268649284
49,-0.07751788096617865,0.004926464094242396,-0.041413936549295934
50,-0.0775842688567497,0.005703802022907054,-0.04209468800885472
51,-0.07857480119482192,0.0057032983713456754,-0.042709030209243104
52,-0.07918596439415047,0.005182807193387637,-0.0432758357228614
53,-0.07950092630729926,0.004808267583554157,-0.043786775434574876
54,-0.07950285551082875,0.00510895191421546,-0.044285590930752704
55,-0.07908770303727496,0.005490037892529294,-0.044785767393221744
56,-0.07937096030774514,0.006076355606427036,-0.045525498498135315
57,-0.07817423394908679,0.006437329871701874,-0.04604282981974407
58,-0.07979140528207715,0.007549720261398251,-0.04659223073904354
59,-0.07955493832032304,0.008037423410120282,-0.0470470493572613
60,-0.08197276181664526,0.0079314494093869,-0.047449742914135874
61,-0.08301700662906528,0.007137249651182585,-0.04810645571092941
62,-0.085387186062392,0.007863082782041978,-0.04874379753810671
63,-0.08483666624036348,0.006689810616243653,-0.04901250060760494
64,-0.0874110902866708,0.0060500584761812625,-0.04955151148961041
65,-0.08730146486399937,0.004668681109835952,-0.04969895955375175
66,-0.08748650557498677,0.005559340282688711,-0.04979892841461264
67,-0.08646339042175612,0.004510949881423695,-0.0500918643814616
68,-0.08723409098726022,0.005574802887352692,-0.05080988441209128
69,-0.08513463910345927,0.0052833330079125095,-0.051269873070655704
70,-0.0845041330707831,0.006599462872964748,-0.05183165248939004
71,-0.08313650121956578,0.005958627634430555,-0.05249425783409442
72,-0.08476788201335991,0.005758025867574608,-0.05312812827326105
73,-0.08449413544941439,0.005053121923543637,-0.05377125095072169
74,-0.08571993888293979,0.00458391176049083,-0.05424475046169122
75,-0.08384039795655686,0.004746104720526547,-0.05448772383208214
76,-0.08408184814882172,0.0040971549888257405,-0.054805280500964136
77,-0.08288688167357174,0.004196439283872431,-0.05516132330604293
78,-0.0814539462639108,0.0022014579614185754,-0.05522337397203292
79,-0.08004908340233177,0.0012935502035081128,-0.05541659160179857
80,-0.07743292167219251,0.0011893520847475719,-0.05564789117014077
81,-0.07634253847241496,0.0012720546151225379,-0.055931173520105376
82,-0.0743632415402321,0.0023091139928370615,-0.056209525361693026
83,-0.07403944255317615,0.0024897658988203408,-0.05624637977285076
84,-0.07271888387802063,0.003969649522677913,-0.05652441470262835
85,-0.0735863607404906,0.004490894583199145,-0.05679909347638428
86,-0.07303488390025259,0.0039952029723134145,-0.057080877802928684
87,-0.07441825692470366,0.0042945247699367264,-0.057159171783493334
88,-0.07421546453129632,0.004138312194293835,-0.057282567922421236
89,-0.0752087991300413,0.004449678850574961,-0.05769201113947128
90,-0.0734032475497971,0.002940244487567066,-0.057823104783636406
91,-0.07319838695406307,0.002531530706687976,-0.05790524864837651
92,-0.07200020524766376,0.0010412111365882637,-0.0579936334881706
93,-0.07393975087947087,0.001532119354299631,-0.05853664153629561
94,-0.07264067537244406,0.000489517840884184,-0.058656136523742616
95,-0.07517085960808549,0.00033066779314894256,-0.05897609969918404
96,-0.0746266018181373,-0.00022522169377132953,-0.05899827234990893
97,-0.07679500548082935,-0.0002774606690581715,-0.05907580382364638
98,-0.0761191998710162,-0.0005787433726035688,-0.05939687055120019
99,-0.07700570367832836,-0.00026270975911577476,-0.05927612106982122
100,-0.0761936742728887,0.0005496401973633673,-0.0592465175472469
101,-0.07524606705704524,5.039833063937492e-07,-0.05930036980634022
102,-0.072034948592994,0.001691990827508242,-0.059516933350263826
103,-0.06963592565290237,0.002135526984499684,-0.05957285788812757
104,-0.06625992997896754,0.0009386156343916467,-0.05993067236105095
105,-0.06459130969175382,-4.46291376121326e-05,-0.06046835246858446
106,-0.06327717234682231,-0.0012869830731200912,-0.06100951169543697
107,-0.062499655730149255,-0.001243469123796931,-0.06183583333845867
108,-0.06223804576573287,-0.0024921075205735165,-0.06221995853383196
109,-0.06189155389103697,-0.0026672393448106653,-0.062489623284424964
110,-0.06172807486255915,-0.002507376680160305,-0.06254914148726531
111,-0.062126604840438915,-0.0018419232341263553,-0.0627409799610936
112,-0.0626927893510935,-0.0019299247064824751,-0.06295515597395887
113,-0.060702693406943814,-0.0033590214146208912,-0.06284954077082038
114,-0.05882718229262111,-0.003165820581311257,-0.06278698410112203
115,-0.056074827820126384,-0.0038806864387666467,-0.06291623024630844
116,-0.0546179802357933,-0.003080171816595541,-0.06305039904725283
117,-0.051866172322479295,-0.003390792141848034,-0.06297734143156973
118,-0.052251443586174944,-0.002593979786159419,-0.06345195094078672
119,-0.050583452844660315,-0.004438391024406081,-0.06377343175735155
120,-0.053974696771712474,-0.0035594752789324183,-0.06403429123145257
121,-0.0519858838222766,-0.00462821348637277,-0.06404316890763212
122,-0.05406052352236045,-0.005387243348923081,-0.06391650555117395
123,-0.052407852763765674,-0.004808068589888363,-0.06367775017424751
124,-0.054183705295167126,-0.004580238300541404,-0.06377452206179314
125,-0.05135683303386771,-0.0035045987288045304,-0.06366588379713357
126,-0.05286058493815196,-0.0029867991354829175,-0.06374117128729868
127,-0.050470261760965196,-0.0024535624785395316,-0.06391599478805136
128,-0.050595804004943505,-0.002788177963861426,-0.06396254142860372
129,-0.04956681827635709,-0.0021686827663692163,-0.063843811236014
130,-0.05048186348301626,-0.0016375345920251723,-0.06432786965925542
131,-0.0514908896986444,-0.0030208252392129814,-0.0643430430929494
132,-0.05206322141059926,-0.003206257356018156,-0.06434969790075643
133,-0.053275789869842986,-0.004785363485877818,-0.06421113443841873
134,-0.053142613245368606,-0.005886818261225599,-0.06435029307644984
135,-0.0522005178998251,-0.005321393437915489,-0.06450602122246671
136,-0.04862751913435512,-0.005199942417295375,-0.06460541634316125
137,-0.04677525589132753,-0.005327843848598494,-0.06457842998590811
138,-0.043432298919042205,-0.005854152070003372,-0.06469401430000707
139,-0.0431779787590322,-0.005316153429101672,-0.06492010305755833
140,-0.04090159331665741,-0.005168817161423948,-0.06516855017396979
141,-0.04155166359714015,-0.0036297350063386746,-0.06546233972809612
142,-0.04006114951458926,-0.004401066318980671,-0.06557829448200968
143,-0.04131819262221069,-0.0030824920649308767,-0.06593268890040396
144,-0.03831416594372905,-0.0036870991324153115,-0.06600331116963055
145,-0.039929557030633035,-0.0037897647095253666,-0.06610843171637111
146,-0.0374877797274096,-0.004236686068073489,-0.0661418717259463
147,-0.038128666321690395,-0.0038190747657090773,-0.06613522216026367
148,-0.034460504483853946,-0.004103564288898763,-0.06588039127540718
149,-0.03265252118379854,-0.004100606789772648,-0.065850236138871
150,-0.027936509670253833,-0.003877114345589017,-0.06601991914644083
151,-0.02697100141321894,-0.003657759950368642,-0.0658389545387259
152,-0.024272811190743697,-0.0032655944294165506,-0.0661288489173453
153,-0.024969662326756913,-0.0035704008560222228,-0.06640357626077235
154,-0.024630146639143192,-0.0030283255712198445,-0.06649309543984089
155,-0.025933883608935338,-0.003253906481193865,-0.06668540623291765
156,-0.02758572463318447,-0.0039994248603945435,-0.066893945840745
157,-0.0288841949348318,-0.003641251673857171,-0.06689080990095825
158,-0.029924899182947117,-0.0036437133526535386,-0.06680161150228231
159,-0.029663093081039628,-0.0039304118059738345,-0.06693621469841199
160,-0.028671710262151654,-0.0038553710771437035,-0.0666880550215808
161,-0.02632217726507714,-0.0032194828851023994,-0.06687836249582312
162,-0.02531905782442877,-0.0024145602072429477,-0.06705009764993423
163,-0.02385967715164577,-0.0032899942637564595,-0.06713138553013348
164,-0.024405431508202534,-0.0035101967195501588,-0.0674932012124352
165,-0.025248811850980383,-0.005457418688644711,-0.06775399081473252
166,-0.027404168769187106,-0.0056978994042492575,-0.06800172450859904
167,-0.027704626030926906,-0.006627699412175113,-0.06775531253081321
168,-0.030046138636870345,-0.006054818701226531,-0.06767405819461064
169,-0.02860590602607839,-0.007299622930006308,-0.06761341540066916
170,-0.02897385483401,-0.006710905240814104,-0.06769864464783173
171,-0.025953795910838445,-0.007377258752870127,-0.06743489354357221
172,-0.025308119093338192,-0.006737465049629815,-0.06728239631420878
173,-0.022784603729722085,-0.006090050169609062,-0.06722248681487021
174,-0.02230183107328821,-0.006440492110468476,-0.0673985745392197
175,-0.020117996792058675,-0.0070972216914612675,-0.06777671362894122
176,-0.020376622907695142,-0.008069490895684308,-0.06780798088299315
177,-0.019550252188092455,-0.008909233029527997,-0.0678344712666342
178,-0.02074452272953871,-0.010069596395290417,-0.067922763920226
179,-0.019895823575750565,-0.011535056985106698,-0.06799106566781751
180,-0.02103977891592427,-0.012406861204035773,-0.06815954602551554
181,-0.018903069841178833,-0.011746590718130522,-0.06807512270964608
182,-0.016405463282887892,-0.012368999421653874,-0.06792356114471118
183,-0.012504928272386582,-0.013086290130918724,-0.06795294197114547
184,-0.010190469535385703,-0.01321425573147732,-0.06812861105287711
