Id,Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Temp,Humi,pitch,roll,yaw
2945,14.72,0.4942072,-0.06239116,0.8895913,126.8494,10569.78,-262.122,-0.1860953,0.3962059,-0.06303161,29.08506,53.71515,-29.19307,0.001046276,-0.02231479
2946,14.725,0.4612551,-0.05239386,0.8874569,133.8897,11351.99,-336.9212,-0.1781577,0.3979314,-0.0584997,29.079,53.7084,-29.13293,0.001442363,-0.02377965
2947,14.73,0.4751211,-0.05370156,0.8868771,157.943,11467.6,-571.9517,-0.175592,0.4067109,-0.05252731,29.07223,53.70012,-29.07012,0.001851563,-0.0253065
2948,14.735,0.4684823,-0.05538283,0.8838049,57.24841,11578.62,-801.4542,-0.1809805,0.4124203,-0.05014116,29.06633,53.69337,-29.00478,0.002272797,-0.02689191
2949,14.74,0.5004205,-0.05374426,0.8845841,-62.68245,11288.44,-1010.848,-0.187597,0.4127126,-0.05402823,29.06141,53.68842,-28.93705,0.002704986,-0.02853247
2950,14.745,0.5093488,-0.06284884,0.8820758,-54.07627,11984.77,-937.0601,-0.1883503,0.4081259,-0.05843871,29.05756,53.6855,-28.86706,0.003147051,-0.03022475
2951,14.75,0.4960929,-0.05427704,0.8786127,78.02338,12658.69,-828.4196,-0.1875979,0.4037091,-0.05702893,29.05479,53.68478,-28.79494,0.003597914,-0.03196534
2952,14.755,0.4982384,-0.05863529,0.8798647,70.49638,12977.93,-725.7421,-0.1895933,0.4012604,-0.0523845,29.05315,53.68638,-28.72084,0.004056496,-0.03375081
2953,14.76,0.4820177,-0.05709552,0.8751347,41.49146,13161.77,-769.8425,-0.1920988,0.4052101,-0.05402923,29.05263,53.69039,-28.6449,0.00452163,-0.0355774
2954,14.765,0.5273164,-0.06723732,0.8863412,80.80363,13718.33,-674.7821,-0.1898695,0.410548,-0.06245622,29.05319,53.69681,-28.56723,0.004992414,-0.03744237
2955,14.77,0.4450727,-0.04489389,0.8806968,231.6856,14734.3,-611.7487,-0.186096,0.4112118,-0.06753407,29.0548,53.70561,-28.48799,0.005467682,-0.03934197
2956,14.775,0.5343444,-0.07760268,0.8960558,55.76678,14669.92,-655.0087,-0.1841018,0.4048207,-0.06348763,29.05741,53.71674,-28.4073,0.005946355,-0.04127277
2957,14.78,0.4323626,-0.04524105,0.885692,273.1449,16133.9,-358.0971,-0.1830946,0.4022092,-0.0585307,29.06092,53.73006,-28.32531,0.006427354,-0.04323136
2958,14.785,0.4714642,-0.05688321,0.8909435,-43.73046,15659.77,-602.407,-0.1808649,0.4069364,-0.05988298,29.06527,53.74544,-28.24216,0.006909601,-0.04521431
2959,14.79,0.4622935,-0.04924528,0.8885432,61.92428,16070.59,-681.3696,-0.1815942,0.4142145,-0.06303175,29.07034,53.7626,-28.15796,0.007392018,-0.0472182
2960,14.795,0.4566951,-0.06299791,0.8884868,16.51887,16327.83,-759.3625,-0.1846314,0.4155754,-0.06122743,29.07598,53.7813,-28.07288,0.007873526,-0.04923961
2961,14.8,0.4818637,-0.05835145,0.8867567,24.78187,16393.19,-905.3675,-0.183093,0.4157151,-0.0585307,29.08206,53.80115,-27.98705,0.008352954,-0.05127473
2962,14.805,0.4723933,-0.06008784,0.8885643,176.4917,17172.13,-702.7687,-0.1732308,0.4169417,-0.06029008,29.07812,53.80279,-27.90058,0.008829407,-0.05332092
2963,14.81,0.4504558,-0.05050672,0.8795176,180.1572,17362.04,-683.0683,-0.1650861,0.417215,-0.06303232,29.07158,53.79982,-27.81362,0.009301716,-0.05537437
2964,14.815,0.4867531,-0.06128536,0.8859124,77.44732,17301.36,-743.7309,-0.1662409,0.411714,-0.06144406,29.06554,53.7978,-27.72632,0.009768802,-0.05743166
2965,14.82,0.4733538,-0.05853429,0.8842719,102.2891,17968.32,-460.7682,-0.1725894,0.408212,-0.06003205,29.06011,53.79685,-27.6388,0.01022958,-0.05948937
2966,14.825,0.4789543,-0.06499322,0.8862283,184.5007,18419.23,-412.3785,-0.1748605,0.4108746,-0.06422421,29.0554,53.79699,-27.5512,0.01068299,-0.06154408
2967,14.83,0.4585062,-0.04380722,0.8828731,241.236,18687.24,-438.6946,-0.1740898,0.4172164,-0.07053649,29.0515,53.79826,-27.46349,0.01112851,-0.06359554
2968,14.835,0.4865996,-0.06581605,0.8885721,217.4656,19188.19,-248.7734,-0.1733814,0.4191186,-0.07203633,29.04847,53.80059,-27.373,0.011575,-0.06569352
2969,14.84,0.4221783,-0.0430994,0.8744752,329.4341,19379.78,-328.1198,-0.1725896,0.4202185,-0.07053706,29.04639,53.80397,-27.27893,0.01202526,-0.06785222
2970,14.845,0.5234621,-0.06594308,0.8980542,120.7274,18738.92,-524.7943,-0.1709594,0.4229111,-0.07118091,29.04529,53.80831,-27.18146,0.01247892,-0.07006789
2971,14.85,0.4191266,-0.0481233,0.8872685,399.0596,20137.38,-232.9211,-0.1740908,0.42622,-0.07353774,29.0452,53.8135,-27.0808,0.01293532,-0.07233552
2972,14.855,0.493519,-0.0680083,0.8961436,186.3575,19499.84,-451.8736,-0.1807203,0.4243253,-0.07312517,29.04613,53.81947,-26.97717,0.01339393,-0.07465052
2973,14.86,0.4763107,-0.06033847,0.8984879,345.5306,20543.15,-269.1676,-0.1815922,0.4217181,-0.07053635,29.04809,53.82605,-26.87078,0.01385419,-0.07700829
2974,14.865,0.423433,-0.05194657,0.9003888,318.8684,21024.68,-142.2264,-0.1718417,0.420746,-0.06902067,29.05105,53.8331,-26.76181,0.01431554,-0.07940425
2975,14.87,0.4915244,-0.06507003,0.8983565,185.8088,21088.5,-160.0752,-0.1635872,0.4217187,-0.06903484,29.05495,53.84047,-26.6505,0.01477743,-0.0818338
2976,14.875,0.3861145,-0.03756695,0.8962064,417.6704,22053.26,-164.1886,-0.1669725,0.4212975,-0.06757554,29.05974,53.84794,-26.53703,0.0152393,-0.08429236
2977,14.88,0.47251,-0.06074986,0.9087664,228.0698,21257.48,-368.1464,-0.1770922,0.424722,-0.0645328,29.06528,53.85527,-26.42162,0.01570061,-0.08677533
2978,14.885,0.4141424,-0.05430629,0.9060997,329.2336,22283.86,-263.5532,-0.1813432,0.4313854,-0.06209841,29.06264,53.84596,-26.3045,0.01616071,-0.08927763
2979,14.89,0.4504513,-0.06913506,0.9114458,278.634,22310.98,-380.4399,-0.1800934,0.4367253,-0.0615314,29.05628,53.82823,-26.18582,0.01661923,-0.09179563
2980,14.895,0.4149316,-0.04390529,0.9024141,247.0866,22445.78,-562.9319,-0.1800368,0.4342644,-0.06026875,29.05076,53.81058,-26.06583,0.01707551,-0.09432427
2981,14.9,0.4820019,-0.05914937,0.9146995,177.3922,22643.22,-535.799,-0.1830946,0.4307232,-0.05702964,29.04622,53.7933,-25.94471,0.01752902,-0.09685895
2982,14.905,0.382976,-0.05158317,0.9009666,335.3315,24021.26,-340.856,-0.1839169,0.4308986,-0.05479153,29.04274,53.77663,-25.82269,0.0179792,-0.09939507
2983,14.91,0.4578691,-0.07044092,0.9059817,184.7879,23398.09,-642.6313,-0.1815916,0.4352257,-0.05853285,29.04038,53.76081,-25.69996,0.01842549,-0.1019281
2984,14.915,0.3875972,-0.0504799,0.8966673,323.8976,23931.5,-673.4142,-0.176379,0.4370444,-0.06651025,29.03918,53.74606,-25.57674,0.01886733,-0.1044533
2985,14.92,0.4487067,-0.05650776,0.9033285,249.1855,23032.65,-1010.408,-0.1695874,0.4382269,-0.07203726,29.03913,53.73254,-25.45322,0.01930418,-0.1069662
2986,14.925,0.4310754,-0.05732228,0.9002296,204.3848,23714.27,-861.5941,-0.1645157,0.439053,-0.07224223,29.04025,53.7204,-25.32965,0.01973541,-0.1094618
2987,14.93,0.4703564,-0.06269509,0.9084779,241.3373,24047.63,-751.1193,-0.1680881,0.439727,-0.07203726,29.04248,53.70978,-25.206,0.0201616,-0.1119401
2988,14.935,0.4546262,-0.0477827,0.9152873,399.9765,24944.21,-597.5603,-0.1768291,0.4366985,-0.07334799,29.0458,53.70079,-25.08074,0.02059185,-0.1144356
2989,14.94,0.4112864,-0.05357273,0.9140793,415.7272,25730.33,-317.6714,-0.1800924,0.435226,-0.07203668,29.05012,53.6935,-24.95349,0.02102702,-0.1169549
2990,14.945,0.4421108,-0.06764621,0.9095413,213.117,25710.72,-377.0393,-0.1746694,0.4377197,-0.06710249,29.05536,53.68793,-24.8243,0.02146529,-0.119494
2991,14.95,0.4003344,-0.05254483,0.9023979,285.8155,25984.54,-475.6971,-0.172591,0.4442303,-0.06603587,29.06142,53.68409,-24.69325,0.0219048,-0.1220494
2992,14.955,0.4444855,-0.05522152,0.9100002,253.9931,25744.79,-506.1909,-0.1782318,0.4473756,-0.07121419,29.06817,53.68194,-24.56039,0.0223437,-0.1246172
2993,14.96,0.400618,-0.04987042,0.9093564,338.4877,26492.48,-261.0616,-0.1815916,0.4472313,-0.07503824,29.07544,53.68137,-24.42579,0.02278015,-0.1271937
2994,14.965,0.4500767,-0.06689189,0.9110839,188.5023,26191.64,-281.6031,-0.1750462,0.4453939,-0.07282534,29.07571,53.66864,-24.28954,0.02321223,-0.1297747
2995,14.97,0.3994626,-0.05495328,0.9088661,344.8294,27125.58,-21.04444,-0.1695886,0.447232,-0.07203782,29.07045,53.64661,-24.15164,0.02363825,-0.1323574
2996,14.975,0.4447507,-0.06296186,0.9142643,305.4857,27316.8,68.58762,-0.1734021,0.450543,-0.07651363,29.06567,53.62651,-24.01219,0.02405629,-0.1349376
2997,14.98,0.3200658,-0.03456713,0.89778,505.9083,28016.81,113.0076,-0.1785914,0.4547356,-0.07803908,29.0615,53.60866,-23.87124,0.02446449,-0.1375115
2998,14.985,0.4359795,-0.06726472,0.9180228,293.252,26813.58,-424.0436,-0.1743284,0.4568152,-0.07071663,29.05802,53.59332,-23.72887,0.02486102,-0.1400754
2999,14.99,0.3935491,-0.04583592,0.9129826,426.3973,27808.86,-343.0135,-0.1680878,0.4592378,-0.06453466,29.0553,53.58067,-23.58514,0.02524402,-0.1426256
3000,14.995,0.3886297,-0.05986594,0.9281101,441.6158,28418.99,-177.5584,-0.1700839,0.4604372,-0.06909916,29.0534,53.57086,-23.4401,0.02561166,-0.1451583
3001,15,0.403276,-0.05757883,0.9246757,358.1239,28715.57,-289.8964,-0.1770916,0.4622391,-0.07804037,29.05236,53.564,-23.29385,0.02596202,-0.1476692
3002,15.005,0.3659206,-0.05450178,0.919546,428.4106,29449.81,-289.673,-0.177763,0.4638701,-0.07906297,29.05222,53.56013,-23.14636,0.02629345,-0.1501561
3003,15.01,0.3992977,-0.05374597,0.9186854,302.0977,29208.47,-536.9091,-0.17409,0.4682422,-0.07353804,29.05298,53.55924,-22.99782,0.02660386,-0.1526134
3004,15.015,0.3762048,-0.04826996,0.9205225,287.6869,29551.04,-565.9257,-0.1743537,0.4708745,-0.0707819,29.05465,53.56131,-22.84823,0.02689152,-0.1550382
3005,15.02,0.4371274,-0.0615342,0.9304288,216.7455,29433.38,-642.9003,-0.1800937,0.4697421,-0.07203525,29.05722,53.56621,-22.69748,0.02715887,-0.1574395
3006,15.025,0.3926599,-0.04380415,0.9223103,237.834,29956.65,-565.8856,-0.1834538,0.4647981,-0.06951933,29.06065,53.57384,-22.54532,0.02742153,-0.15986
3007,15.03,0.439507,-0.06923832,0.9254525,230.6074,30514.42,-172.3503,-0.1830956,0.4652429,-0.06153097,29.06488,53.58398,-22.39162,0.02768081,-0.1623021
3008,15.035,0.3333223,-0.04510804,0.9061372,472.1431,31210.79,-89.08752,-0.1834081,0.4713515,-0.05530991,29.06986,53.59641,-22.23652,0.0279358,-0.1647597
3009,15.04,0.3836595,-0.06198664,0.911929,257.0251,29924.35,-379.1983,-0.187597,0.4772449,-0.05703093,29.07546,53.6108,-22.07997,0.02818597,-0.16723
3010,15.045,0.3889875,-0.06061321,0.9209616,419.4548,30190.15,-511.6077,-0.1903034,0.4735921,-0.06248006,29.07568,53.61596,-21.9221,0.02843041,-0.1697067
3011,15.05,0.3948536,-0.0579261,0.9361709,519.8147,30821.36,-378.904,-0.1875953,0.4667431,-0.06453338,29.06904,53.60903,-21.7629,0.0286685,-0.1721862
3012,15.055,0.3404326,-0.05754059,0.9381279,546.1092,31918.11,-214.8188,-0.1812375,0.4657863,-0.06295808,29.06306,53.60376,-21.60235,0.02889959,-0.174665
3013,15.06,0.3481068,-0.06074676,0.9394193,375.1255,31696.42,-316.9258,-0.1785932,0.4757487,-0.06453538,29.05788,53.60031,-21.44061,0.0291228,-0.1771367
3014,15.065,0.3440196,-0.04934003,0.9366803,93.14938,31449.57,-612.7433,-0.1805475,0.4860704,-0.07073849,29.05362,53.59873,-21.2776,0.02933758,-0.1795986
3015,15.07,0.3469413,-0.03782061,0.9387149,-5.709078,31657.46,-631.5009,-0.1830947,0.489253,-0.07503881,29.05034,53.59906,-21.11346,0.02954303,-0.1820444
3016,15.075,0.3870521,-0.05294877,0.9482968,2.156613,31759.5,-755.3165,-0.1826188,0.4831153,-0.07237818,29.04811,53.60131,-20.94814,0.0297386,-0.1844715
3017,15.08,0.3488132,-0.048131,0.9398405,16.54905,32104.39,-586.9746,-0.1830947,0.4772469,-0.06753493,29.04695,53.60545,-20.78177,0.02992341,-0.1868736
3018,15.085,0.3884902,-0.07486501,0.945442,33.03441,32603.12,-128.9822,-0.1858208,0.4762395,-0.06564064,29.04689,53.6114,-20.61428,0.03009689,-0.1892478
3019,15.09,0.2654009,-0.04700036,0.9167501,138.1037,33215.34,-77.62787,-0.187597,0.4817492,-0.06453338,29.04793,53.61912,-20.44583,0.03025819,-0.191588
3020,15.095,0.3921463,-0.06588582,0.9325899,-79.28222,31662.77,-762.3834,-0.1850176,0.4866042,-0.05969264,29.05002,53.62846,-20.27641,0.03040664,-0.1938906
3021,15.1,0.3514861,-0.05244832,0.9224697,107.3374,33126.19,-593.4515,-0.1830956,0.489253,-0.05402766,29.05314,53.63934,-20.10597,0.03054158,-0.1961519
3022,15.105,0.3671699,-0.05606743,0.9287043,328.7715,33583.1,-358.1812,-0.1848965,0.4887607,-0.05192124,29.05722,53.65161,-19.93469,0.03066219,-0.1983656
3023,15.11,0.3527124,-0.05547957,0.9321052,349.6294,33924.54,-87.43237,-0.1875967,0.4892522,-0.05252745,29.06218,53.66507,-19.76248,0.03076784,-0.2005291
3024,15.115,0.3287192,-0.06304637,0.9327328,330.4392,34139.74,74.27778,-0.1867175,0.4877146,-0.0525887,29.06791,53.67953,-19.5895,0.03085772,-0.202636
3025,15.12,0.4001028,-0.06403536,0.9442037,382.4667,34109.63,-36.46901,-0.1860968,0.484751,-0.05402966,29.07427,53.69478,-19.41567,0.03093119,-0.2046837
3026,15.125,0.3196439,-0.03801025,0.9392952,694.7454,34950.03,66.70695,-0.1880012,0.481632,-0.05855286,29.07671,53.70238,-19.24115,0.03098746,-0.2066659
3027,15.13,0.3612973,-0.06656554,0.9494413,554.2291,35109.49,303.5487,-0.1890964,0.4862552,-0.06303231,29.07075,53.69416,-19.06586,0.03102586,-0.2085797
3028,15.135,0.2930519,-0.05540349,0.9376165,543.2089,36297.79,404.2207,-0.1851445,0.4963368,-0.0633966,29.06535,53.68663,-18.88995,0.03104564,-0.2104191
3029,15.14,0.275264,-0.03408141,0.941532,452.0349,35490.12,-50.0949,-0.1815951,0.5057607,-0.06153097,29.06063,53.68011,-18.71342,0.0310461,-0.2121805
3030,15.145,0.3475363,-0.05719701,0.9444115,236.7212,34931.92,-333.4554,-0.1830426,0.5056698,-0.05984507,29.0567,53.67479,-18.53621,0.0310265,-0.2138598
3031,15.15,0.3397193,-0.05941563,0.9416515,443.2682,35931.21,-77.34123,-0.1875979,0.5012599,-0.05702778,29.05363,53.67086,-18.35845,0.03098588,-0.2154544
3032,15.155,0.3394479,-0.05884774,0.9460608,554.7916,36760.46,317.8948,-0.189992,0.4990385,-0.05156226,29.05147,53.66849,-18.17904,0.0309196,-0.2170107
3033,15.16,0.2518203,-0.0435266,0.9408348,648.4671,37082.67,260.9601,-0.1920994,0.5042608,-0.04802484,29.05027,53.66779,-17.99784,0.03082735,-0.2185417
3034,15.165,0.3227016,-0.06285216,0.9470645,374.054,36162.49,-94.61705,-0.1950428,0.5097238,-0.05093135,29.05003,53.66886,-17.81482,0.03071048,-0.2200447
3035,15.17,0.2761359,-0.05069539,0.9512532,503.0727,36759.67,30.21146,-0.1966017,0.5117647,-0.05853027,29.05077,53.67175,-17.63023,0.03057049,-0.221515
3036,15.175,0.3474694,-0.06074235,0.9659121,353.0021,36461.65,-3.39226,-0.1942531,0.5087022,-0.0643385,29.05249,53.67651,-17.44411,0.03040875,-0.2229493
3037,15.18,0.266596,-0.03341986,0.9537338,469.4005,37546.66,177.2184,-0.1920979,0.507263,-0.06603444,29.05514,53.6831,-17.25651,0.0302266,-0.2243445
3038,15.185,0.2241982,-0.04859114,0.9508246,313.7307,36944.95,13.42435,-0.190347,0.5076427,-0.06603339,29.05869,53.69151,-17.06766,0.0300256,-0.2256958
3039,15.19,0.3255384,-0.06957822,0.9606048,68.51633,35964.5,-518.2566,-0.184592,0.5102645,-0.0675355,29.06309,53.70164,-16.87754,0.02980701,-0.2270005
3040,15.195,0.3251948,-0.0539031,0.9641186,216.621,36727.29,-496.2955,-0.1733398,0.5111164,-0.06977061,29.06821,53.71335,-16.68641,0.02957241,-0.228254
3041,15.2,0.2907673,-0.05167294,0.9579003,333.5822,37444.74,-112.91,-0.1665885,0.5132669,-0.07053534,29.07397,53.72647,-16.49421,0.02932303,-0.2294534
3042,15.205,0.247065,-0.05881253,0.9411087,275.8863,37736.44,53.05665,-0.1704636,0.5161562,-0.0684607,29.07728,53.73533,-16.30121,0.02906048,-0.2305941
3043,15.21,0.3130979,-0.06493329,0.9477786,298.6202,37179.94,-359.8295,-0.1785912,0.5207696,-0.06453137,29.0707,53.72625,-16.10738,0.02878598,-0.2316733
3044,15.215,0.2715064,-0.05251542,0.9499938,437.8942,37881.3,-456.1836,-0.178872,0.5221077,-0.05934855,29.06468,53.71846,-15.91297,0.02850114,-0.2326865
3045,15.22,0.3266281,-0.06075711,0.9749687,509.6542,38137.77,-346.0683,-0.1725896,0.5222716,-0.05402794,29.05935,53.71227,-15.71801,0.02820728,-0.2336304
3046,15.225,0.2679213,-0.04568404,0.961908,472.6421,39168.52,208.761,-0.1693121,0.5229812,-0.05122642,29.05482,53.70781,-15.52253,0.0279057,-0.2345015
3047,15.23,0.2061707,-0.04484066,0.9599522,515.1727,38623.13,123.6533,-0.1740903,0.5297769,-0.05402995,29.05117,53.70525,-15.32681,0.02759803,-0.2352955
3048,15.235,0.3397539,-0.06511573,0.9708251,192.1458,37607.02,-236.9572,-0.1787571,0.5383711,-0.06018461,29.04846,53.7047,-15.13078,0.02728547,-0.2360094
3049,15.24,0.2747874,-0.04179035,0.9653703,543.1816,39464.02,252.3922,-0.1755908,0.5447817,-0.06453338,29.04671,53.7062,-14.93473,0.02696966,-0.2366387
3050,15.245,0.2457734,-0.05745099,0.9685988,500.5431,39813.82,770.5867,-0.1652588,0.5432479,-0.06605418,29.04596,53.7098,-14.7386,0.02665178,-0.2371803
3051,15.25,0.1895535,-0.05725271,0.9614274,485.3396,39750.72,740.1793,-0.1575815,0.5387787,-0.0690357,29.04621,53.71545,-14.54265,0.02633348,-0.2376301
3052,15.255,0.287956,-0.0688301,0.9668777,212.5044,38974.21,376.7966,-0.1578292,0.5349783,-0.0723383,29.04744,53.72316,-14.34685,0.02601593,-0.2379847
3053,15.26,0.2152844,-0.03548846,0.9554062,580.4517,39687.95,341.5656,-0.1635846,0.5372779,-0.0690357,29.04963,53.73283,-14.15059,0.02569303,-0.2382288
3054,15.265,0.2810395,-0.06176554,0.973228,404.2637,39568.87,506.5072,-0.1666015,0.542092,-0.05826821,29.05274,53.74437,-13.95293,0.02535628,-0.2383503
3055,15.27,0.128475,-0.03878827,0.9606208,690.4149,40427.12,562.0616,-0.1650854,0.5477833,-0.0510284,29.05668,53.75765,-13.75392,0.02500639,-0.2383538
3056,15.275,0.2743759,-0.07295795,0.9796563,301.9576,38322.01,-129.4573,-0.1629309,0.54886,-0.05448215,29.06139,53.7725,-13.55388,0.02464449,-0.238244
3057,15.28,0.2050091,-0.0500751,0.9652383,412.8936,39523.52,87.64309,-0.1650851,0.5477839,-0.06153097,29.06675,53.78867,-13.35281,0.02427117,-0.2380252
3058,15.285,0.2661642,-0.05698459,0.9717177,469.4679,39567.66,162.3403,-0.1672856,0.5464558,-0.06168855,29.07115,53.80322,-13.151,0.02388758,-0.2377023
3059,15.29,0.2148487,-0.02782034,0.9574419,530.1974,39675.78,172.9198,-0.163582,0.5507863,-0.05702978,29.0642,53.79696,-12.94847,0.02349429,-0.2372796
3060,15.295,0.231232,-0.05660738,0.9704078,388.0077,39241.05,252.5113,-0.1543427,0.5561403,-0.05575635,29.05781,53.79185,-12.74551,0.02309247,-0.2367622
3061,15.3,0.2296288,-0.07045105,0.9586483,346.6599,39352.5,387.4409,-0.1500811,0.5582874,-0.05852913,29.05213,53.78812,-12.5422,0.02268283,-0.2361544
3062,15.305,0.3044984,-0.05925618,0.9735174,430.1384,39325.07,467.8967,-0.1561742,0.5533589,-0.05818335,29.04727,53.78597,-12.33862,0.02226609,-0.2354606
3063,15.31,0.1745389,-0.03469944,0.9563279,601.1767,40364.71,1091.945,-0.1680889,0.5507882,-0.05252574,29.04333,53.78555,-12.13507,0.02184342,-0.2346859
3064,15.315,0.1852787,-0.05634459,0.958289,655.9623,39142.7,844.0261,-0.1762976,0.5559929,-0.04648412,29.04037,53.78694,-11.93155,0.02141536,-0.2338343
3065,15.32,0.2937891,-0.06581829,0.9730276,534.4208,38595.61,710.0781,-0.1785924,0.5687942,-0.04502329,29.03846,53.7902,-11.72838,0.02098311,-0.2329112
3066,15.325,0.1749373,-0.0423943,0.9746325,794.4092,40440.1,1102.033,-0.1759329,0.5755492,-0.04712354,29.03762,53.79536,-11.52554,0.02054721,-0.2319203
3067,15.33,0.1635641,-0.04232723,0.9739527,734.512,40195.32,979.8176,-0.1710885,0.5717958,-0.04952561,29.03786,53.80236,-11.32335,0.02010885,-0.2308671
3068,15.335,0.1920405,-0.05440309,0.9773176,604.9767,39602.93,583.5988,-0.1672332,0.5621589,-0.05036831,29.03919,53.81118,-11.1218,0.01966856,-0.2297554
3069,15.34,0.2223478,-0.05314139,0.9854079,562.4475,39273.64,323.619,-0.1695877,0.5612903,-0.05102639,29.04159,53.8217,-10.9212,0.01922754,-0.2285907
3070,15.345,0.1515774,-0.05016055,0.9807137,589.6073,39947.86,526.9515,-0.1749625,0.5686076,-0.05355528,29.04501,53.83376,-10.72163,0.0187865,-0.227377
3071,15.35,0.1834945,-0.06739573,0.9812006,452.6343,39976.87,769.6996,-0.1755894,0.5762975,-0.05853084,29.04939,53.84721,-10.52316,0.01834612,-0.2261187
3072,15.355,0.116909,-0.04910153,0.9731658,589.5777,39776.38,601.7037,-0.1697583,0.5753118,-0.06257522,29.05463,53.86178,-10.32609,0.01790761,-0.2248211
3073,15.36,0.2279773,-0.05667124,0.9873081,309.0852,38241.31,94.10524,-0.1680895,0.5732974,-0.06152839,29.06065,53.87721,-10.13043,0.0174715,-0.2234879
3074,15.365,0.1779042,-0.05250595,0.9765293,307.1481,39451.42,510.9181,-0.1750899,0.5742411,-0.05384536,29.06727,53.89314,-9.936487,0.01703899,-0.2221249
3075,15.37,0.1888973,-0.05548451,0.984443,535.5367,39523.75,666.8269,-0.1815911,0.5777988,-0.04352108,29.06114,53.88483,-9.743289,0.01660294,-0.2206691
3076,15.375,0.1507188,-0.04986927,0.9782627,402.7359,39344.07,958.7762,-0.1765296,0.5772913,-0.03642605,29.0556,53.87687,-9.549768,0.01615416,-0.219036
3077,15.38,0.1559514,-0.05813996,0.9768115,382.5078,38836.73,780.9724,-0.1665879,0.5777997,-0.03601977,29.05079,53.8694,-9.355913,0.01569376,-0.217233
3078,15.385,0.1712097,-0.0629288,0.974582,464.7263,38790.73,834.9141,-0.1655463,0.5799128,-0.03964417,29.04681,53.86256,-9.162014,0.01522361,-0.2152707
3079,15.39,0.1920815,-0.05760244,0.985608,590.5208,38906.4,932.9448,-0.1755905,0.582301,-0.04202088,29.04373,53.85645,-8.968141,0.01474508,-0.213158
3080,15.395,0.06869145,-0.03136214,0.9779471,824.0776,39152.52,975.1204,-0.1817927,0.5800801,-0.04043327,29.0416,53.8511,-8.774363,0.0142595,-0.2109033
3081,15.4,0.1628475,-0.06527244,0.9931199,565.0936,37247.47,398.2497,-0.174086,0.5808021,-0.03751941,29.04046,53.84657,-8.58097,0.01376877,-0.2085177
3082,15.405,0.1806197,-0.05864093,0.9833902,491.0782,37451.62,594.1751,-0.1590205,0.5851755,-0.03638449,29.04031,53.84286,-8.38796,0.01327404,-0.2060087
3083,15.41,0.1397968,-0.04454176,0.985594,725.5369,38177.64,888.997,-0.1530792,0.5898051,-0.03751941,29.04114,53.83997,-8.195622,0.01277724,-0.2033875
3084,15.415,0.1258463,-0.04114685,0.9784907,682.2478,37779.48,662.4244,-0.1607722,0.588208,-0.03916139,29.04296,53.83789,-8.003954,0.01227949,-0.2006616
3085,15.42,0.1489307,-0.0560267,0.9813544,683.3426,36999.21,423.1288,-0.1725893,0.5883043,-0.04052096,29.04571,53.83661,-7.813245,0.01178271,-0.1978424
3086,15.425,0.1240685,-0.06496693,0.9777334,670.1353,36734.88,436.1257,-0.1766968,0.5915276,-0.04061737,29.04936,53.83609,-7.623564,0.01128825,-0.1949382
3087,15.43,0.1508639,-0.0612647,0.9870123,699.3284,36552.18,501.969,-0.1740892,0.5943065,-0.03902018,29.05383,53.83627,-7.434984,0.01079743,-0.1919572
3088,15.435,0.1697717,-0.05518589,0.9901471,715.1908,36901.37,928.8947,-0.1710732,0.590262,-0.0372748,29.05904,53.8371,-7.247792,0.01031217,-0.1889111
3089,15.44,0.03648847,-0.03599999,0.9831854,849.1023,36801.8,1132.245,-0.1695845,0.5898085,-0.03902218,29.06488,53.83848,-7.061988,0.009833626,-0.1858069
3090,15.445,0.1533801,-0.05746551,0.9937043,478.6648,34837.06,680.4141,-0.1636985,0.5974077,-0.04448185,29.07123,53.84031,-6.877858,0.009363687,-0.1826563
3091,15.45,0.1329103,-0.04857381,0.992075,514.9731,35723.46,1010.7,-0.153078,0.6078126,-0.04952533,29.06616,53.82064,-6.695405,0.008903525,-0.1794664
3092,15.455,0.1310576,-0.03976701,0.9990249,518.1927,35711.09,1116.778,-0.1449061,0.6067513,-0.05020456,29.0601,53.79894,-6.51491,0.008455019,-0.1762488
3093,15.46,0.05763332,-0.04675866,0.9830763,428.5104,35772.31,1271.193,-0.1470786,0.59881,-0.04802427,29.05467,53.77831,-6.33638,0.008019359,-0.1730104
3094,15.465,0.1163306,-0.06379995,0.9874223,415.2191,34783.94,1033.241,-0.1555052,0.5941353,-0.04614608,29.05,53.75914,-6.160093,0.007598402,-0.1697632
3095,15.47,0.07497802,-0.05285994,0.9768047,481.444,34791.69,845.592,-0.1605814,0.6003122,-0.04502186,29.04621,53.7418,-5.986126,0.007193511,-0.1665153
3096,15.475,0.1184563,-0.05595703,0.9844037,472.8777,34155.05,508.2068,-0.1571431,0.6072177,-0.04215167,29.04336,53.72657,-5.814557,0.006806068,-0.1632747
3097,15.48,0.1613895,-0.05291476,0.9902997,536.0811,34289.32,730.8915,-0.1515787,0.6093146,-0.03751855,29.04153,53.7137,-5.645659,0.006437897,-0.1600533
3098,15.485,0.0298581,-0.04685346,0.9754786,738.2946,34543.81,1091.162,-0.1503219,0.6057563,-0.03374499,29.04077,53.70343,-5.479447,0.006090246,-0.156858
3099,15.49,0.1430968,-0.0736619,0.9877328,502.2389,32311.78,639.0145,-0.1530792,0.6063136,-0.03301708,29.04109,53.69592,-5.315434,0.005758997,-0.1536565
