Id,Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Temp,Humi,pitch,roll,yaw
1868,9.335,-0.007536194,-0.05104148,0.9996143,-167.9708,-11348.12,-945.7352,-0.1557634,0.6557509,-0.02902848,29.04401,53.99443,0.3428169,0,0.01288508
1869,9.34,0.01155172,-0.04740458,1.007064,5.565794,-10830.93,-953.5237,-0.1530775,0.6573412,-0.02701283,29.04008,53.98724,0.3037791,0,0.01149445
1870,9.345,0.0214383,-0.05458242,1.007355,-161.7368,-10088.03,-649.5762,-0.1462194,0.6609311,-0.02329935,29.03699,53.98063,0.2718971,0,0.01033456
1871,9.35,-0.008226428,-0.05539266,1.003428,-188.6635,-9189.989,-352.3134,-0.1440761,0.6633424,-0.0210113,29.0348,53.97473,0.2476678,0,0.009422125
1872,9.355,0.0008291029,-0.05105793,1.00016,-169.0566,-8805.98,-365.6164,-0.1509988,0.659053,-0.02277573,29.03352,53.96963,0.2308975,0,0.008751989
1873,9.36,0.003247694,-0.05587474,1.004649,-74.89333,-8178.957,-231.8327,-0.1605828,0.6558392,-0.02551248,29.03318,53.96547,0.2156068,0,0.008135594
1874,9.365,-0.02301944,-0.05081806,0.9986272,-159.5596,-7496.61,-154.4469,-0.1625275,0.6550784,-0.02380113,29.03377,53.96234,0.2003437,0,0.007526973
1875,9.37,-0.005169677,-0.05609739,1.00417,-132.6002,-7081.666,-244.5203,-0.1575798,0.6558375,-0.01800903,29.03527,53.96034,0.1851724,0,0.006928085
1876,9.375,-0.02563109,-0.04944367,1.001045,-72.26025,-6232.865,-283.4693,-0.1516085,0.6512459,-0.01431809,29.03765,53.95957,0.1701575,0,0.006340887
1877,9.38,-0.008158344,-0.05382398,1.006087,55.17055,-5655.387,-441.7959,-0.1485774,0.6468343,-0.01650882,29.04085,53.96006,0.1553634,0,0.005767339
1878,9.385,-0.02866811,-0.05110156,1.005892,91.73895,-5187.74,-473.7598,-0.1481957,0.6441566,-0.02007261,29.04482,53.96186,0.1408572,0,0.005209504
1879,9.39,-0.002758417,-0.05054527,1.0101,28.98338,-4953.607,-592.0762,-0.1515787,0.6453345,-0.01800817,29.04945,53.96499,0.126698,0,0.004669127
1880,9.395,-0.009606815,-0.04694059,1.006457,19.98117,-4468.459,-576.2115,-0.1554239,0.6465945,-0.01065031,29.05466,53.96942,0.1129528,0,0.004148275
1881,9.4,0.00588895,-0.05190871,1.005068,-19.68193,-4060.227,-538.0561,-0.1545791,0.6528386,-0.006003821,29.06031,53.97504,0.0996862,0,0.003648906
1882,9.405,-0.00843242,-0.05159388,1.00552,9.260078,-3467.332,-444.0244,-0.1484209,0.6602198,-0.008435661,29.06333,53.97631,0.0869626,0,0.003172979
1883,9.41,0.003156478,-0.04816531,1.007369,-0.1137173,-3250.126,-460.3937,-0.145577,0.6633396,-0.01350756,29.05627,53.95959,0.07484645,0,0.002722451
1884,9.415,-0.01096734,-0.05292118,1.003885,47.06261,-2674.67,-302.359,-0.1495088,0.6547259,-0.0158201,29.04959,53.94428,0.06340217,0,0.002299283
1885,9.42,-0.009740409,-0.0528125,1.001786,36.55901,-2413.623,-334.0073,-0.1545796,0.6453363,-0.01650854,29.04343,53.93069,0.05269423,0,0.001905432
1886,9.425,-0.01405571,-0.05124684,1.001212,51.54369,-2134.722,-391.9099,-0.1542846,0.6454942,-0.01749624,29.03791,53.91906,0.04278886,0,0.001542922
1887,9.43,-0.002350139,-0.05198853,1.003966,84.79797,-2015.488,-432.8591,-0.1530797,0.6588415,-0.01650797,29.03313,53.90956,0.03374673,0,0.001213575
1888,9.435,-0.008373766,-0.05270416,1.003579,133.5393,-1756.946,-434.2308,-0.1555977,0.6689374,-0.01266329,29.02919,53.90231,0.02563424,0,0.0009194194
1889,9.44,0.005835256,-0.05042111,1.002547,156.8955,-1702.576,-467.04,-0.1590817,0.6663425,-0.01050543,29.02615,53.89736,0.01851584,0,0.0006624151
1890,9.445,0.002865788,-0.05202235,1.002504,153.0091,-1468.963,-423.1298,-0.1571551,0.6523021,-0.01138033,29.02405,53.8947,0.01245597,0,0.0004445201
1891,9.45,0.007820878,-0.05289848,1.001112,156.9833,-1365.65,-369.8922,-0.15308,0.6438344,-0.01050543,29.02295,53.89428,0.00751907,0,0.0002676932
1892,9.455,0.003038985,-0.05327343,0.9990813,114.6989,-1148.664,-214.2713,-0.153108,0.644827,-0.007586306,29.02287,53.89598,0.003769586,0,0.0001338926
1893,9.46,0.002611967,-0.05140791,0.9958411,124.534,-1084.285,-142.9872,-0.1575809,0.6513375,-0.01050801,29.02381,53.89967,0.00127196,0,4.507709e-05
1894,9.465,-0.002719888,-0.05282059,0.9974619,93.06158,-968.9703,-116.9949,-0.1588414,0.6532403,-0.01995737,29.02576,53.90511,9.073185e-05,0,3.208408e-06
1895,9.47,-0.004820105,-0.04939415,0.9952401,128.6989,-963.7339,-89.88351,-0.1545791,0.6543381,-0.02400956,29.02869,53.91206,0,0,0
1896,9.475,-0.007132495,-0.05110458,1.000867,156.3858,-780.5096,-134.2679,-0.1493569,0.6543224,-0.01655816,29.03255,53.9202,0,0,0
1897,9.48,-0.004783592,-0.04675515,0.9969307,118.2758,-789.5519,-183.6468,-0.1500788,0.6528368,-0.009005515,29.03725,53.92922,0,0,0
1898,9.485,-0.007784461,-0.04875455,0.998264,169.4238,-718.3804,-146.8555,-0.155963,0.6462395,-0.01179802,29.04121,53.93597,0,0,0
1899,9.49,-0.005072816,-0.0484914,0.995981,166.0562,-821.8964,-192.4493,-0.1620837,0.6438335,-0.01800874,29.03404,53.92113,0,0,0
1900,9.495,-0.01006442,-0.05108974,0.998886,130.9251,-745.8966,-236.6138,-0.1631142,0.6464627,-0.01687426,29.02769,53.90656,0,0,0
1901,9.5,-0.006683118,-0.04886289,0.9930411,116.6511,-732.8777,-199.6878,-0.1605831,0.649835,-0.01200678,29.02227,53.89239,0,0,0
1902,9.505,-0.01027611,-0.0515613,0.9955741,122.3945,-701.4025,-200.8154,-0.1588002,0.645882,-0.01206086,29.01792,53.87872,0,0,0
1903,9.51,-0.007009394,-0.04944434,0.9902776,32.23922,-771.6639,-287.1784,-0.1605822,0.6438353,-0.01500719,29.01472,53.86564,0,0,0
1904,9.515,-0.005009598,-0.05240894,0.9942318,92.85258,-688.9045,-274.7375,-0.1610128,0.6479704,-0.01428919,29.01274,53.85321,0,0,0
1905,9.52,0.002260536,-0.05146074,0.9959494,114.5411,-701.8685,-343.4829,-0.1560799,0.655839,-0.0120065,29.012,53.84145,0,0,0
1906,9.525,0.007136727,-0.05192848,0.9988701,88.33556,-682.7165,-339.8918,-0.1485033,0.6565131,-0.01308892,29.01251,53.83044,0,0,0
1907,9.53,0.007580843,-0.05071963,0.9981849,61.26119,-664.6759,-299.6225,-0.1470771,0.6543383,-0.01500748,29.01426,53.8202,0,0,0
1908,9.535,0.009255366,-0.04988387,0.998789,145.9668,-682.85,-257.0789,-0.1524641,0.6521994,-0.01347188,29.01723,53.81073,0,0,0
1909,9.54,0.004850589,-0.05046231,1.00041,36.89823,-617.9543,-117.98,-0.1575809,0.6528388,-0.01200764,29.02136,53.80207,0,0,0
1910,9.545,0.0006151539,-0.05132521,1.001366,64.65121,-573.9566,-76.64513,-0.1565744,0.6531104,-0.01513894,29.02656,53.7942,0,0,0
1911,9.55,-0.009109559,-0.05011905,1.0005,43.39238,-578.1586,-59.14256,-0.1545814,0.6588414,-0.01950952,29.03276,53.78713,0,0,0
1912,9.555,-0.01183458,-0.04919739,0.999457,-29.94717,-606.8922,-102.7804,-0.1569501,0.6643023,-0.01952158,29.03982,53.7808,0,0,0
1913,9.56,-0.01799879,-0.04916452,0.9991723,90.41648,-562.5545,-120.0232,-0.1620837,0.6618404,-0.01650811,29.04759,53.77517,0,0,0
1914,9.565,-0.01445617,-0.05002995,1.001585,80.68639,-621.7212,-171.7437,-0.1630912,0.6484824,-0.01427862,29.05591,53.7701,0,0,0
1915,9.57,-0.01498495,-0.04865182,1.002956,77.5386,-542.2915,-302.5724,-0.1605833,0.642334,-0.01200564,29.05137,53.74107,0,0,0
1916,9.575,-0.005795246,-0.05036492,1.001866,81.16486,-667.3689,-347.4424,-0.159854,0.6495172,-0.008007116,29.0473,53.71295,0,0,0
1917,9.58,-0.004871065,-0.05174399,1.001965,88.29173,-558.6724,-334.4266,-0.163584,0.6603395,-0.006005108,29.04381,53.68615,0,0,0
1918,9.585,0.004608738,-0.0521125,0.999043,117.3488,-618.4179,-329.5655,-0.1653471,0.6578478,-0.00987466,29.04097,53.66105,0,0,0
1919,9.59,0.002526047,-0.05458236,1.00165,156.1937,-583.4934,-250.6537,-0.1605811,0.6498364,-0.01650854,29.03884,53.63798,0,0,0
1920,9.595,0.002524724,-0.05332251,0.9990907,59.02006,-634.8923,-175.8229,-0.1525058,0.6467349,-0.01918087,29.03746,53.61722,0,0,0
1921,9.6,-0.003743785,-0.05393118,1.000098,38.82684,-585.0983,-158.8938,-0.1500782,0.6513369,-0.01650811,29.03686,53.599,0,0,0
1922,9.605,-0.005257204,-0.05011436,0.9951389,62.29933,-595.2557,-196.5259,-0.1535226,0.6522799,-0.01280378,29.03705,53.5835,0,0,0
1923,9.61,-0.009667067,-0.05136034,1.001114,147.1303,-539.9686,-181.935,-0.1560803,0.6513373,-0.01200678,29.03803,53.57088,0,0,0
1924,9.615,-0.008623022,-0.04930509,0.9972759,79.42058,-591.2955,-209.7386,-0.1534436,0.6514602,-0.01432722,29.03978,53.56124,0,0,0
1925,9.62,-0.009860497,-0.04928477,1.003267,162.8913,-546.5682,-230.6455,-0.1515793,0.6558397,-0.01800989,29.0423,53.55464,0,0,0
1926,9.625,-0.002854983,-0.04755628,0.9988433,138.0011,-597.1052,-300.0273,-0.1537596,0.6577,-0.02070555,29.04552,53.55106,0,0,0
1927,9.63,-0.001936014,-0.0489748,1.001094,152.2725,-578.8698,-244.8441,-0.1560799,0.6588405,-0.02101058,29.04942,53.55049,0,0,0
1928,9.635,-0.0003908382,-0.04874015,0.9954133,113.1466,-646.4304,-233.9109,-0.1538124,0.6579479,-0.01989344,29.05392,53.55279,0,0,0
1929,9.64,-0.003396809,-0.05102123,0.9983394,110.1094,-574.8851,-223.7271,-0.1515785,0.65734,-0.01950981,29.05892,53.5578,0,0,0
1930,9.645,-0.001969614,-0.05084993,0.9935013,40.22344,-621.9001,-252.2603,-0.1525053,0.6550573,-0.01922789,29.06433,53.56531,0,0,0
1931,9.65,-0.006976157,-0.05061309,0.993377,137.7723,-588.2042,-202.281,-0.1530786,0.6573406,-0.01650797,29.05825,53.5533,0,0,0
1932,9.655,-0.007424947,-0.0499434,0.9935592,72.66553,-597.6458,-217.0569,-0.149243,0.6613266,-0.01208422,29.05112,53.54097,0,0,0
1933,9.66,-0.006523283,-0.04935917,0.9960272,133.6628,-548.1956,-243.8553,-0.1470781,0.6633407,-0.01050629,29.04458,53.53126,0,0,0
1934,9.665,-0.004655303,-0.05112717,0.9979569,165.4143,-536.34,-206.9749,-0.1511973,0.6571844,-0.0129572,29.03877,53.52433,0,0,0
1935,9.67,-0.002496623,-0.05083994,0.9967821,119.08,-574.4164,-268.9179,-0.1575815,0.6513375,-0.01500719,29.03382,53.52028,0,0,0
1936,9.675,-0.003241956,-0.05077027,0.9965479,130.2255,-563.7366,-265.6063,-0.1587896,0.6500068,-0.01360151,29.0298,53.51913,0,0,0
1937,9.68,0.001486367,-0.05097112,0.9956892,143.3255,-625.326,-327.7485,-0.1575819,0.6543384,-0.0120065,29.0268,53.52088,0,0,0
1938,9.685,-0.001207276,-0.05156254,0.9966961,116.324,-524.0203,-284.1846,-0.1589825,0.6553247,-0.0133792,29.02489,53.52548,0,0,0
1939,9.69,0.0003769555,-0.05136288,0.9955657,167.689,-564.2178,-243.1007,-0.1620831,0.6543386,-0.01500733,29.02407,53.53281,0,0,0
1940,9.695,-0.004590142,-0.04998273,0.9960464,87.54443,-561.1572,-224.4231,-0.1603269,0.6529075,-0.01329266,29.02437,53.54278,0,0,0
1941,9.7,-0.002625668,-0.04936014,0.9963007,130.2346,-591.2559,-177.9845,-0.1545796,0.6558392,-0.01050601,29.02578,53.55519,0,0,0
1942,9.705,-0.004407136,-0.05053125,1.000581,163.4922,-546.7021,-220.5058,-0.1507489,0.6571084,-0.010797,29.02827,53.56983,0,0,0
1943,9.71,-0.00255754,-0.04918218,1.000871,118.9988,-628.6483,-261.3856,-0.1530803,0.655838,-0.01350699,29.03179,53.58648,0,0,0
1944,9.715,-0.004265953,-0.04952788,1.004568,141.7801,-532.7024,-255.3215,-0.1573852,0.6509226,-0.01474508,29.03625,53.60484,0,0,0
1945,9.72,-0.002541837,-0.04906811,1.000301,58.38472,-590.5204,-248.616,-0.1590814,0.649837,-0.01350613,29.04156,53.6246,0,0,0
1946,9.725,-0.005003818,-0.05101959,1.001694,161.948,-544.8847,-271.3941,-0.1569063,0.6513509,-0.0112498,29.04756,53.64539,0,0,0
1947,9.73,-0.004157427,-0.05181481,0.9995286,189.6725,-529.0016,-239.9528,-0.1545797,0.654338,-0.009004657,29.04383,53.64778,0,0,0
1948,9.735,-0.008976031,-0.05477255,1.000805,89.72247,-554.1976,-188.5234,-0.1529975,0.652414,-0.0077114,29.03775,53.64541,0,0,0
1949,9.74,-0.007869987,-0.05289732,0.9954924,166.5146,-590.7859,-200.7085,-0.1515782,0.6498363,-0.009004943,29.03241,53.64389,0,0,0
1950,9.745,-0.01143838,-0.05341614,1.000275,141.5949,-549.4754,-209.9665,-0.1495762,0.648105,-0.0116867,29.02789,53.64338,0,0,0
1951,9.75,-0.008688058,-0.05032403,0.9971544,121.3531,-590.9432,-274.3133,-0.1500788,0.6513383,-0.01200564,29.02428,53.64396,0,0,0
1952,9.755,-0.006187727,-0.05190559,1.002782,202.6028,-553.1039,-327.9732,-0.1531128,0.6548783,-0.009513036,29.0216,53.64571,0,0,0
1953,9.76,-0.001574827,-0.05018501,1.00085,131.8427,-576.2131,-315.7725,-0.1560807,0.6588402,-0.009005802,29.0199,53.64867,0,0,0
1954,9.765,-0.001651666,-0.04933382,1.001231,83.25235,-571.0297,-315.7797,-0.1561339,0.6584099,-0.01247421,29.01917,53.65289,0,0,0
1955,9.77,0.0002160316,-0.04883806,0.9976023,131.8808,-603.9121,-288.0266,-0.1560809,0.6558389,-0.01500705,29.01942,53.65837,0,0,0
1956,9.775,-0.001520668,-0.05080956,0.998629,151.7008,-587.3505,-230.7115,-0.1571727,0.651731,-0.01220975,29.02061,53.66511,0,0,0
1957,9.78,-0.002108243,-0.05115778,0.9981604,96.6095,-589.3056,-204.7834,-0.1575809,0.6528376,-0.007504024,29.02272,53.6731,0,0,0
1958,9.785,-0.00377645,-0.04974599,0.9972596,73.4444,-548.8422,-158.5614,-0.1544976,0.6543486,-0.006491924,29.02569,53.68229,0,0,0
1959,9.79,-0.006435693,-0.05083362,0.9947183,28.54241,-598.9609,-164.8215,-0.151579,0.6528365,-0.00900523,29.02946,53.69263,0,0,0
1960,9.795,-0.009260328,-0.04856673,0.9943232,111.3972,-548.1,-208.6845,-0.1518896,0.6465284,-0.01114009,29.03394,53.70404,0,0,0
1961,9.8,-0.007714116,-0.05039056,0.9968094,90.13392,-573.2297,-199.6346,-0.1545799,0.6468368,-0.0120065,29.03904,53.71636,0,0,0
1962,9.805,-0.005615676,-0.0499084,0.9978995,29.65413,-565.639,-269.8409,-0.155265,0.6533377,-0.01277336,29.04462,53.72943,0,0,0
1963,9.81,-0.004427047,-0.04917052,0.996712,42.32431,-573.3085,-318.4669,-0.1545801,0.6588396,-0.01350727,29.04173,53.72669,0,0,0
1964,9.815,-0.002870915,-0.05114067,0.9948564,124.5032,-615.577,-330.2839,-0.1544286,0.6533715,-0.01431971,29.03485,53.71647,0,0,0
1965,9.82,-0.0009835321,-0.05178029,0.9943125,77.71196,-582.3455,-275.5787,-0.1560812,0.6468354,-0.01650854,29.02853,53.70729,0,0,0
1966,9.825,0.0004268554,-0.05374913,0.9954175,82.22343,-593.8725,-201.1626,-0.1580169,0.6473182,-0.01853001,29.02292,53.69944,0,0,0
1967,9.83,-0.002657349,-0.05272876,0.9927308,23.85468,-523.8493,-196.7134,-0.1605831,0.6558392,-0.01650739,29.01814,53.69314,0,0,0
1968,9.835,-0.00181897,-0.05256103,0.9910955,88.21159,-580.4512,-220.2951,-0.1619823,0.6591578,-0.0115059,29.01429,53.68856,0,0,0
1969,9.84,-0.005577548,-0.05073805,0.993387,104.2712,-539.8188,-194.1132,-0.1605819,0.6558375,-0.01050715,29.01143,53.68585,0,0,0
1970,9.845,-0.004797177,-0.04952707,0.9967797,90.52107,-585.6396,-181.059,-0.1565143,0.648919,-0.01555258,29.00963,53.68507,0,0,0
1971,9.85,-0.004764217,-0.04907189,1.000913,59.57286,-581.3675,-254.7139,-0.1545801,0.6468346,-0.01950952,29.00895,53.68623,0,0,0
1972,9.855,-0.003742939,-0.04685838,0.9999082,109.5714,-591.438,-277.9557,-0.1554826,0.6462153,-0.01716148,29.00939,53.68933,0,0,0
1973,9.86,-0.003469371,-0.04859684,0.9997741,125.1575,-566.8101,-291.2006,-0.1560805,0.6468349,-0.01350727,29.01095,53.6943,0,0,0
1974,9.865,-0.0008279055,-0.04861675,0.9974017,86.87322,-582.1166,-321.3404,-0.1538123,0.6464053,-0.01433625,29.01364,53.70104,0,0,0
1975,9.87,-0.002715541,-0.05073739,1.002173,90.59745,-576.3204,-252.4151,-0.1530803,0.6498373,-0.01650739,29.0174,53.70938,0,0,0
1976,9.875,0.0001400752,-0.05077885,0.9976804,48.95346,-623.8779,-260.3763,-0.155848,0.6534029,-0.01435983,29.02218,53.71912,0,0,0
1977,9.88,-0.004694416,-0.05336221,1.001169,92.88143,-563.4587,-202.8893,-0.1590817,0.6558383,-0.01050686,29.02789,53.72997,0,0,0
1978,9.885,-0.002945582,-0.05096735,0.9967894,24.92185,-615.3798,-225.6611,-0.1582921,0.6532014,-0.01162417,29.03441,53.74161,0,0,0
1979,9.89,-0.008414804,-0.05260811,1.00148,111.956,-543.7828,-156.8111,-0.1560806,0.6513366,-0.01800989,29.03423,53.74003,0,0,0
1980,9.895,-0.003686764,-0.05026359,1.000408,66.1494,-593.7572,-246.1653,-0.155033,0.6494533,-0.02351117,29.02884,53.72787,0,0,0
1981,9.9,-0.006148991,-0.05172871,1.002397,137.3682,-508.9248,-271.6732,-0.1545797,0.648335,-0.02401156,29.02426,53.71625,0,0,0
1982,9.905,-0.003565692,-0.05181172,0.9987187,105.3051,-611.656,-244.6539,-0.1523032,0.6448938,-0.02027172,29.0206,53.70528,0,0,0
1983,9.91,-0.007408176,-0.0512695,1.000958,37.31061,-528.0828,-266.0736,-0.1515798,0.6453346,-0.01500662,29.01794,53.69508,0,0,0
1984,9.915,-0.004087498,-0.05228161,0.9997576,57.73563,-594.1119,-244.4739,-0.1547356,0.6476964,-0.01060554,29.01634,53.6857,0,0,0
1985,9.92,-0.005708858,-0.05150998,1.001668,183.832,-554.7661,-248.3244,-0.1590806,0.6498359,-0.009004943,29.01582,53.67716,0,0,0
1986,9.925,-0.004795162,-0.05264413,0.9994805,76.88099,-563.9254,-273.9064,-0.1575849,0.6472563,-0.009870536,29.0164,53.6695,0,0,0
1987,9.93,-0.0053903,-0.05024436,0.9984282,66.37157,-559.2479,-268.0602,-0.1500766,0.6483364,-0.01050515,29.01806,53.66273,0,0,0
1988,9.935,-0.003697179,-0.0488128,0.9988129,78.95818,-552.5063,-270.7923,-0.1419097,0.6534889,-0.009050566,29.02079,53.65683,0,0,0
1989,9.94,-0.003454369,-0.04950801,1.001298,90.3721,-598.4994,-306.6773,-0.1395731,0.6588399,-0.007504453,29.02454,53.65181,0,0,0
1990,9.945,-0.002451473,-0.04947612,1.001144,99.27941,-585.6193,-236.1448,-0.142743,0.6553457,-0.009019671,29.02925,53.64763,0,0,0
1991,9.95,-0.001849025,-0.04982127,1.000395,91.12006,-608.1345,-247.9856,-0.1485786,0.6498361,-0.01350756,29.03485,53.64431,0,0,0
1992,9.955,-0.002587161,-0.05027381,0.9978207,64.22122,-560.3137,-237.7398,-0.1536205,0.6471877,-0.01694022,29.04125,53.64177,0,0,0
1993,9.96,-0.001492003,-0.05040141,0.9961393,59.87972,-608.7897,-218.6518,-0.1575812,0.6498361,-0.01650825,29.04835,53.63998,0,0,0
1994,9.965,-0.004979292,-0.05090082,0.9967128,60.97208,-548.5997,-222.1231,-0.1587151,0.6500097,-0.01441394,29.05599,53.63885,0,0,0
1995,9.97,-0.003142088,-0.05209778,0.9942123,56.85467,-611.4427,-180.3883,-0.1560787,0.649837,-0.01500833,29.05815,53.62734,0,0,0
1996,9.975,-0.005286436,-0.05214556,0.9941587,93.33713,-590.5534,-215.8367,-0.1499848,0.6501393,-0.01784244,29.05335,53.60289,0,0,0
1997,9.98,-0.00346821,-0.04988643,0.9915545,138.0269,-633.3726,-260.1656,-0.1455757,0.6543389,-0.0180086,29.04908,53.57961,0,0,0
1998,9.985,-0.005475773,-0.05066181,0.9960373,115.2983,-583.8177,-244.919,-0.1458488,0.6569983,-0.01378232,29.04547,53.55794,0,0,0
1999,9.99,-0.003914016,-0.04921291,0.995241,85.60577,-630.1528,-246.8378,-0.1500781,0.6588403,-0.01050629,29.04265,53.53826,0,0,0
2000,9.995,-0.003540938,-0.05090518,1.001314,102.2142,-569.1909,-257.3148,-0.1535093,0.6570083,-0.0132096,29.04068,53.52092,0,0,0
2001,10,0.0007631404,-0.0483422,0.9952259,61.60522,-630.2254,-283.2845,-0.1545794,0.654337,-0.01951009,29.03966,53.5062,0,0,0
2002,10.005,-0.001591242,-0.05052643,0.9995861,79.02393,-567.266,-278.2542,-0.153144,0.6490311,-0.02254412,29.03963,53.49437,0,0,0
2003,10.01,-0.001476565,-0.04873691,0.9943667,25.21495,-625.0587,-236.7973,-0.1515793,0.646836,-0.01950809,29.04063,53.4856,0,0,0
2004,10.015,-0.003883088,-0.05186875,1.001237,94.53173,-570.8824,-223.1848,-0.1518351,0.6481907,-0.01342068,29.04268,53.48004,0,0,0
2005,10.02,-0.002247227,-0.0500294,0.994963,104.6064,-602.4324,-179.7012,-0.1560812,0.6543383,-0.009004943,29.04577,53.47778,0,0,0
2006,10.025,-0.005205239,-0.05072842,0.9997282,120.9729,-530.5149,-199.1683,-0.1606576,0.6562672,-0.008630202,29.04991,53.47886,0,0,0
2007,10.03,-0.003483624,-0.04960403,0.9978787,0.321816,-614.1772,-210.7306,-0.1605821,0.6528372,-0.01200693,29.05505,53.48323,0,0,0
2008,10.035,-0.004702748,-0.05012092,1.002275,112.3539,-569.5629,-264.6108,-0.154711,0.6465528,-0.01675019,29.06113,53.49077,0,0,0
2009,10.04,-0.002739767,-0.0516762,1.000507,84.37896,-584.6112,-234.2573,-0.1500785,0.6483368,-0.01950894,29.06807,53.50129,0,0,0
2010,10.045,-0.00391057,-0.05121892,1.000084,109.3251,-564.1052,-275.3963,-0.1508253,0.653994,-0.01794191,29.07575,53.51453,0,0,0
2011,10.05,-0.004247024,-0.05198606,0.9995176,98.32595,-566.424,-262.4235,-0.1545799,0.6558366,-0.01350699,29.07961,53.52194,0,0,0
2012,10.055,-0.002437513,-0.05244255,1.000569,141.8575,-566.9001,-222.0878,-0.1555701,0.6478051,-0.01103009,29.07518,53.51522,0,0,0
2013,10.06,-0.004879335,-0.05351383,1.002049,100.3419,-559.464,-208.5228,-0.1545801,0.6423331,-0.01350727,29.07143,53.51078,0,0,0
2014,10.065,-0.003999462,-0.05144163,1.001115,85.48854,-589.1883,-198.5604,-0.1544878,0.6445733,-0.01717835,29.06848,53.50867,0,0,0
2015,10.07,-0.007006562,-0.05203927,0.9987685,165.3302,-561.1772,-180.8399,-0.1560803,0.6513366,-0.01650839,29.06641,53.50892,0,0,0
2016,10.075,-0.006450287,-0.05066238,1.000161,136.0821,-617.1411,-242.4802,-0.1552701,0.6509334,-0.01332773,29.06527,53.51141,0,0,0
2017,10.08,-0.008935961,-0.0491474,1.002273,107.5908,-592.6694,-214.2285,-0.1515778,0.6483368,-0.01500919,29.06509,53.51604,0,0,0
2018,10.085,-0.005555206,-0.04913249,1.00244,87.46187,-577.5729,-261.578,-0.1479649,0.6490552,-0.02121201,29.0659,53.52262,0,0,0
2019,10.09,-0.005870923,-0.0481637,1.002548,102.1753,-535.9372,-281.1788,-0.1485777,0.6558392,-0.02250935,29.06768,53.53095,0,0,0
2020,10.095,-0.002976766,-0.04893712,1.00035,89.0661,-598.6596,-244.5198,-0.1513606,0.6583549,-0.01567722,29.0704,53.54079,0,0,0
2021,10.1,-0.003203451,-0.04998938,1.000412,127.9157,-558.4062,-221.4892,-0.1530793,0.6558385,-0.01050615,29.07402,53.55191,0,0,0
2022,10.105,-0.00157189,-0.04958966,0.9969258,65.66306,-592.6918,-241.9368,-0.1529422,0.6499392,-0.01375167,29.07849,53.56401,0,0,0
2023,10.11,-0.002779883,-0.05149921,0.9986224,73.06312,-552.0034,-261.5805,-0.1545801,0.6483356,-0.01800846,29.08373,53.57685,0,0,0
2024,10.115,-0.0002499978,-0.05132593,0.9947148,89.7778,-595.6255,-271.4989,-0.1568483,0.6486102,-0.0148476,29.08965,53.59011,0,0,0
2025,10.12,-0.004470813,-0.05211604,0.9966221,42.41293,-525.3232,-214.9975,-0.1560796,0.6513378,-0.009004943,29.09613,53.60353,0,0,0
2026,10.125,-0.002298385,-0.04967613,0.994616,59.00507,-545.7419,-239.7309,-0.1515907,0.6528963,-0.008406062,29.10305,53.61679,0,0,0
2027,10.13,-0.005462893,-0.05078825,0.9988784,170.1519,-525.2468,-239.3587,-0.1500788,0.6558389,-0.01050458,29.1073,53.62413,0,0,0
2028,10.135,-0.003743418,-0.0498471,0.9943188,251.0103,-552.5273,-265.1614,-0.1533608,0.6559507,-0.008915054,29.10146,53.6118,0,0,0
2029,10.14,-0.006209515,-0.05081153,0.9956373,133.4449,-517.0483,-198.6275,-0.15608,0.654338,-0.006003677,29.09596,53.59917,0,0,0
2030,10.145,-0.003017099,-0.04962387,0.9921656,57.33182,-578.7417,-239.6582,-0.1527326,0.6500711,-0.007521742,29.09093,53.58656,0,0,0
2031,10.15,-0.005823175,-0.0503162,0.9970127,198.3623,-570.5647,-246.4064,-0.1485774,0.6498364,-0.0120065,29.08649,53.57424,0,0,0
2032,10.155,-0.003616311,-0.04999657,0.9939553,26.90836,-593.5875,-253.7101,-0.1496418,0.651229,-0.01435418,29.08274,53.56253,0,0,0
2033,10.16,-0.004382188,-0.05005663,0.9951659,97.65208,-533.2966,-211.5905,-0.1545796,0.6528373,-0.01500805,29.07975,53.55172,0,0,0
2034,10.165,-0.002645642,-0.04911204,0.9945998,57.94749,-603.8107,-210.3875,-0.1557908,0.650646,-0.01634866,29.0776,53.54207,0,0,0
2035,10.17,-0.003678536,-0.04979332,0.9963809,51.6666,-546.2254,-278.775,-0.1530795,0.6513378,-0.01650768,29.07631,53.53385,0,0,0
2036,10.175,-0.001051809,-0.05068371,0.9981363,30.54876,-586.0587,-234.8445,-0.1515451,0.6537362,-0.01368084,29.07593,53.52733,0,0,0
2037,10.18,-0.001501378,-0.04910899,0.9987375,26.97892,-581.3696,-237.761,-0.1545801,0.6558388,-0.01200693,29.07647,53.52273,0,0,0
2038,10.185,-0.00199865,-0.04909702,0.9980036,52.30227,-613.053,-255.0723,-0.1573265,0.6525251,-0.01524542,29.07795,53.52027,0,0,0
2039,10.19,-0.001510665,-0.04941573,0.9979448,99.87798,-546.6287,-241.6481,-0.1560805,0.6513373,-0.01950938,29.08033,53.5201,0,0,0
2040,10.195,-0.002475709,-0.05089648,0.9996641,77.89013,-601.3062,-203.5398,-0.1526011,0.6530416,-0.01822179,29.08359,53.52236,0,0,0
